player_hand,dealer_upcard,result
KC-KS,5D,0
8C-8D,KC,1
9D-9S,QC,0
JC-JD,8C,0
QS-QH,7D,0
JD-JH,KD,0
5S-5H,AC,0
2D-2C,QD,0
8H-8C,6C,1
10D-10H,7S,0
5C-5S,7C,0
4H-4S,5H,1
2S-2D,7C,1
5D-5C,9S,0
5D-5C,JS,0
2C-2H,KC,0
4C-4D,2D,0
9C-9H,AH,0
2H-2S,8H,0
5H-5D,4D,0
QD-QS,8C,0
8D-8C,4C,1
10C-10D,KH,0
5H-5S,9C,0
KD-KH,3H,0
6C-6H,10H,0
AS-AD,4H,1
5H-5C,6S,0
8D-8S,10S,1
5S-5H,9C,0
AS-AH,JS,1
10C-10S,KC,0
AS-AD,6C,1
2D-2C,6C,1
9S-9H,AS,0
9C-9S,7D,0
QS-QH,4S,0
7C-7S,JD,0
KD-KC,8C,0
4D-4H,3D,0
2S-2H,10C,0
9D-9H,5D,1
JD-JC,5C,0
4S-4D,3H,0
5S-5H,6S,0
10H-10S,6D,0
3D-3C,2C,1
4H-4C,4D,0
QS-QC,8H,0
5D-5C,7D,0
JH-JC,KS,0
4C-4D,7H,0
6D-6C,JS,0
AH-AC,10S,1
3S-3C,7H,1
3S-3H,7H,1
3C-3D,5D,1
AH-AC,7S,1
KS-KD,5S,0
4D-4S,5H,1
10C-10D,4H,0
KC-KH,9D,0
8H-8S,8C,1
6D-6C,8D,0
QC-QD,4C,0
2H-2S,5H,1
QH-QD,3H,0
2D-2H,3C,1
AH-AS,4S,1
KH-KC,KD,0
8H-8C,2D,1
KD-KC,7S,0
AC-AH,6S,1
KC-KD,3S,0
4H-4C,3S,0
6H-6C,10S,0
JS-JC,AC,0
8S-8C,QH,1
9D-9C,6H,1
AS-AC,7H,1
8C-8D,6S,1
8D-8H,6S,1
2H-2C,QH,0
QD-QS,10D,0
8C-8S,QD,1
3H-3S,6H,1
8D-8C,5S,1
AD-AH,KH,1
7H-7D,7S,1
KC-KD,6S,0
5D-5C,7H,0
9D-9C,10D,0
4C-4D,2C,0
6S-6H,3H,1
KC-KS,10H,0
7H-7S,3S,1
AH-AS,9H,1
10H-10C,10S,0
9S-9D,4C,1
8H-8D,9S,1
10D-10H,7D,0
QC-QS,3C,0
AD-AH,AC,1
KD-KH,4S,0
6S-6D,9C,0
9H-9S,QD,0
5H-5S,8S,0
3C-3S,4C,1
4S-4H,QH,0
10D-10H,10C,0
4D-4C,7S,0
3D-3H,2H,1
QS-QH,5D,0
9C-9S,KH,0
10C-10H,AC,0
6H-6C,QH,0
6S-6H,2S,1
7C-7H,5D,1
KH-KD,6H,0
4D-4C,7H,0
4S-4H,3H,0
9C-9H,3D,1
3H-3D,10D,0
JC-JS,AH,0
AC-AH,7C,1
8D-8S,2D,1
9D-9H,5C,1
10D-10H,6D,0
3D-3C,5S,1
2D-2H,6D,1
3C-3D,KH,0
JC-JH,5D,0
2H-2D,10C,0
5C-5H,8H,0
7D-7H,8H,0
AH-AS,QS,1
6C-6H,2S,1
4S-4H,3C,0
6H-6D,7H,0
3H-3C,4D,1
3H-3S,4D,1
3S-3D,4D,1
9S-9C,8S,1
5S-5D,KD,0
5H-5S,8S,0
JD-JC,2S,0
8D-8H,JS,1
QD-QC,6C,0
10S-10D,2C,0
5S-5C,KC,0
10C-10S,6D,0
7S-7C,8H,0
5S-5D,2C,0
QH-QS,2D,0
AC-AS,10C,1
JD-JH,10D,0
4S-4H,QD,0
7C-7S,2S,1
9C-9S,9H,1
5S-5C,AS,0
KH-KD,10C,0
2C-2D,8S,0
KC-KS,2D,0
3H-3S,QH,0
QD-QS,JD,0
5S-5D,4S,0
2D-2S,KC,0
4D-4H,10D,0
3D-3H,KS,0
9S-9C,6D,1
AC-AD,JH,1
8S-8D,KC,1
5D-5H,KC,0
2C-2S,6H,1
AD-AH,QC,1
9C-9S,QH,0
JD-JC,9D,0
KD-KC,KS,0
AC-AS,KD,1
QS-QH,3D,0
2S-2D,AS,0
8H-8D,10H,1
4S-4D,9C,0
KD-KC,8S,0
10D-10S,JD,0
JD-JH,AH,0
3C-3D,10C,0
5H-5D,3S,0
8S-8D,4H,1
3S-3C,5C,1
AC-AD,4H,1
QS-QC,9D,0
3D-3S,8H,0
QS-QD,QH,0
6S-6C,8H,0
2S-2D,4C,1
8C-8S,2D,1
AC-AS,7H,1
5D-5H,4H,0
QC-QH,JH,0
2H-2D,KC,0
QH-QC,10C,0
JC-JD,3D,0
KH-KC,5C,0
2C-2H,4H,1
8S-8C,JS,1
KH-KD,JC,0
7D-7H,4S,1
JD-JS,3H,0
7C-7H,JS,0
9C-9D,4C,1
2H-2C,9H,0
10H-10S,8D,0
JH-JS,5S,0
2C-2H,JS,0
5C-5D,3H,0
7D-7S,AH,0
10D-10S,9S,0
KS-KH,10S,0
4H-4D,6S,1
AS-AC,10S,1
2S-2H,3C,1
AC-AH,3S,1
2H-2C,JC,0
10S-10C,KD,0
9H-9C,QC,0
4S-4D,3D,0
3C-3S,6D,1
7D-7H,5S,1
10D-10S,7C,0
AD-AC,KH,1
4H-4S,6H,1
JC-JD,6S,0
3D-3S,4H,1
3S-3H,4H,1
QH-QS,JD,0
8S-8D,5D,1
8D-8H,4S,1
AS-AC,3H,1
AD-AH,6S,1
JC-JD,AH,0
3S-3D,KH,0
2C-2S,QC,0
7H-7C,5C,1
5S-5H,QH,0
10D-10H,8H,0
3C-3S,2S,1
KS-KD,8D,0
5D-5C,10S,0
3C-3S,KH,0
KS-KD,5C,0
4S-4C,4D,0
6H-6D,2S,1
2S-2H,JC,0
KD-KH,QD,0
3C-3S,KH,0
9H-9S,AS,0
4C-4D,9D,0
4D-4H,2H,0
AS-AC,AH,1
QH-QD,10D,0
AH-AD,JD,1
3D-3C,8H,0
8D-8C,2H,1
3S-3D,JD,0
AC-AH,8D,1
7C-7H,8D,0
8S-8H,5C,1
9S-9H,JD,0
7D-7C,4H,1
9H-9S,AC,0
2D-2S,3H,1
10D-10S,KD,0
10S-10D,JC,0
2S-2H,KS,0
4H-4S,JH,0
7D-7C,9C,0
8D-8C,KC,1
7D-7S,8C,0
9D-9S,8H,1
8C-8H,9D,1
10S-10H,8C,0
3H-3D,8D,0
7D-7S,3S,1
9D-9C,3H,1
7D-7C,5S,1
KC-KD,8H,0
10C-10H,QC,0
AH-AS,6D,1
9H-9D,QC,0
5S-5C,KD,0
JC-JD,10C,0
6S-6C,KC,0
6C-6H,9D,0
KD-KC,10H,0
4H-4S,QC,0
QD-QC,2C,0
AD-AC,4C,1
6D-6S,8S,0
9D-9H,7C,0
10H-10S,KS,0
5H-5S,6D,0
KH-KC,6D,0
5D-5C,9D,0
6C-6H,QH,0
6D-6S,5C,1
10D-10S,7D,0
QD-QC,5H,0
9H-9D,AD,0
5H-5S,QS,0
2S-2H,9H,0
2C-2D,5D,1
JH-JS,7S,0
5H-5D,4S,0
6H-6D,6C,1
9S-9H,5C,1
9S-9C,5C,1
4H-4S,JD,0
10C-10D,3H,0
7S-7D,3C,1
AC-AH,KS,1
KS-KC,JS,0
QS-QH,7S,0
7S-7D,10H,0
7H-7S,2C,1
QS-QC,6C,0
QH-QC,3S,0
JH-JS,4S,0
5C-5D,6D,0
AH-AD,3H,1
9D-9S,4H,1
10H-10C,KH,0
3D-3H,9D,0
KC-KH,QS,0
2H-2C,4S,1
10C-10H,6C,0
AS-AC,AD,1
9S-9H,5C,1
AS-AD,10S,1
5C-5D,QD,0
JD-JH,4D,0
6H-6C,9D,0
AH-AC,JS,1
JC-JH,4H,0
KD-KH,4D,0
10S-10H,3H,0
JC-JS,7C,0
4D-4S,9D,0
6C-6S,10C,0
KD-KC,6S,0
AS-AD,6S,1
4S-4C,JC,0
3S-3H,7H,1
6D-6S,3H,1
10S-10C,KH,0
2H-2D,4D,1
5C-5H,6D,0
QD-QC,5H,0
5D-5H,2S,0
8C-8S,7D,1
4C-4H,5C,1
6H-6S,8H,0
3S-3H,JS,0
AH-AS,3S,1
10D-10S,2S,0
8S-8H,4C,1
8H-8C,4C,1
9D-9C,8C,1
3D-3C,QH,0
3C-3H,5C,1
AD-AH,JC,1
2C-2H,4S,1
7D-7C,7H,1
6D-6C,7D,0
4D-4S,7D,0
QD-QS,KS,0
10S-10C,5D,0
KS-KD,7S,0
6D-6H,3D,1
6H-6C,3D,1
9D-9S,QS,0
KD-KS,9D,0
2D-2H,6C,1
KD-KH,QS,0
10C-10D,9D,0
2H-2D,6D,1
2D-2C,6D,1
JD-JH,JS,0
QC-QH,8D,0
4H-4S,10S,0
3S-3C,9D,0
8C-8S,3S,1
8H-8C,10D,1
10H-10C,3H,0
9H-9C,KD,0
9S-9C,KH,0
9H-9C,7H,0
AD-AH,QC,1
6D-6H,7C,0
JS-JD,9D,0
8H-8S,AS,1
AH-AC,KD,1
7C-7H,2H,1
QH-QD,10H,0
9D-9C,4C,1
7C-7S,2D,1
6S-6C,9C,0
7C-7S,8C,0
4D-4C,AC,0
AC-AD,4S,1
5C-5D,6S,0
QH-QC,KS,0
KC-KS,QH,0
9H-9C,5C,1
10D-10C,7H,0
AS-AC,4S,1
10D-10S,AD,0
JD-JS,5D,0
AD-AS,KD,1
AC-AS,2C,1
JH-JD,3C,0
QH-QS,JD,0
QS-QD,AH,0
3C-3D,6D,1
JD-JC,JH,0
9D-9S,QS,0
4C-4D,8H,0
6D-6C,2S,1
6D-6S,2S,1
6C-6H,2S,1
AH-AC,3D,1
4D-4S,7S,0
QD-QC,2C,0
KS-KC,9H,0
8C-8D,3D,1
4D-4H,10S,0
KH-KC,5H,0
AS-AD,2C,1
AD-AS,10H,1
9H-9D,KS,0
6C-6D,4H,1
6D-6S,4H,1
2D-2C,8H,0
JS-JD,3S,0
4S-4H,JC,0
2D-2C,2H,1
JD-JS,3S,0
8H-8C,8S,1
KD-KH,8D,0
6C-6S,AS,0
2S-2D,AC,0
KS-KH,4C,0
9D-9H,AH,0
10D-10H,4D,0
2S-2H,3S,1
4H-4S,8S,0
5D-5C,AC,0
7C-7S,6H,1
AD-AH,3C,1
AC-AH,9S,1
2C-2S,QC,0
4C-4D,4S,0
KD-KC,AH,0
JH-JD,QH,0
5H-5D,7D,0
7S-7C,4H,1
8C-8D,5C,1
4D-4H,5S,1
QH-QS,5D,0
7S-7D,KC,0
8C-8D,7C,1
7D-7C,9C,0
3D-3S,QD,0
5H-5C,10D,0
5D-5C,10D,0
2S-2H,10H,0
QC-QH,2D,0
KD-KH,7S,0
AD-AC,6C,1
KS-KC,3C,0
KH-KC,8H,0
KC-KH,7H,0
6S-6D,10H,0
KC-KH,3S,0
6S-6D,3S,1
10H-10S,4D,0
6H-6D,3S,1
2H-2S,2C,1
2S-2D,2C,1
5D-5S,AC,0
6C-6H,QS,0
KH-KC,2C,0
5D-5H,AC,0
QD-QH,4C,0
8S-8H,5C,1
7D-7H,KS,0
3C-3H,4S,1
3D-3C,QS,0
4S-4H,5H,1
10H-10D,JD,0
3D-3H,2D,1
8H-8C,2S,1
8S-8C,5H,1
9H-9S,KD,0
3H-3S,QD,0
6S-6H,KH,0
QD-QS,9D,0
JC-JS,8S,0
JH-JD,8D,0
9D-9H,4C,1
QH-QS,6H,0
JS-JC,6H,0
QS-QD,8D,0
3H-3C,5S,1
7C-7D,5H,1
10C-10H,AC,0
3C-3D,4H,1
8S-8H,8D,1
QH-QS,AH,0
AD-AS,6D,1
3C-3D,JH,0
10H-10C,5D,0
KC-KS,4H,0
9S-9D,JH,0
AH-AS,10S,1
AD-AS,2S,1
4S-4H,JH,0
KH-KS,9H,0
8D-8C,5C,1
5H-5S,10D,0
4D-4S,QH,0
6H-6D,7C,0
KC-KH,7C,0
7S-7D,4C,1
JH-JS,AH,0
9H-9C,KH,0
4C-4D,6S,1
8H-8S,JS,1
8H-8D,JS,1
5H-5C,JS,0
JD-JC,QC,0
QH-QC,9C,0
8H-8D,6C,1
7C-7H,KS,0
4C-4S,8C,0
6C-6H,6S,1
9H-9S,3C,1
9S-9H,10D,0
7C-7S,QD,0
QS-QC,8H,0
JH-JC,6H,0
QH-QS,8H,0
10S-10H,JS,0
AD-AH,JS,1
4C-4S,6C,1
2C-2D,10S,0
JS-JC,5D,0
6C-6D,8D,0
9D-9S,6C,1
JH-JC,2H,0
6H-6C,6S,1
4C-4H,JD,0
AH-AD,2S,1
JD-JS,7C,0
5C-5D,9H,0
AC-AD,6H,1
9C-9S,JS,0
8H-8S,10H,1
KH-KC,4H,0
6D-6C,AC,0
10S-10D,JC,0
6S-6H,8H,0
KS-KC,7D,0
QD-QS,6D,0
QS-QD,10D,0
2S-2H,2D,1
3D-3C,2D,1
6S-6D,QC,0
8H-8C,KH,1
QS-QD,QC,0
5S-5D,3H,0
6C-6S,5H,1
JH-JS,QD,0
2D-2C,JD,0
5S-5H,KD,0
8D-8H,9S,1
2D-2H,10D,0
5C-5D,9H,0
2D-2S,JH,0
3S-3H,KD,0
8C-8H,3C,1
10H-10D,QS,0
9H-9C,4S,1
8C-8S,KH,1
KS-KC,9D,0
8C-8H,6D,1
10H-10D,4C,0
7S-7H,AS,0
5C-5H,4C,0
9S-9D,10S,0
KS-KD,8H,0
KS-KD,AC,0
4S-4H,QC,0
6C-6H,2D,1
4C-4D,3C,0
4S-4H,AH,0
3H-3D,5H,1
3H-3S,5H,1
4S-4D,5D,1
QD-QS,7H,0
8D-8H,JC,1
KC-KD,5D,0
JS-JC,3H,0
KH-KD,9C,0
5H-5D,4C,0
10H-10D,KC,0
AH-AC,3C,1
AS-AH,8C,1
3D-3H,QH,0
10S-10C,7S,0
AC-AD,JD,1
KD-KC,9S,0
8D-8H,6D,1
4C-4D,7S,0
KS-KC,3H,0
AC-AH,KC,1
5D-5S,10D,0
5S-5C,2S,0
9D-9C,QD,0
KC-KS,4D,0
QS-QH,10H,0
9H-9C,7H,0
6S-6C,AD,0
4C-4H,2S,0
6S-6D,8S,0
6H-6S,JC,0
3D-3S,8H,0
6D-6H,QC,0
4S-4H,10H,0
QH-QS,2D,0
3H-3C,2D,1
KS-KD,KH,0
AS-AD,8H,1
2H-2D,10S,0
KD-KS,5D,0
3D-3S,JH,0
10H-10C,3S,0
3H-3D,6S,1
JS-JD,10C,0
QH-QC,10H,0
2H-2D,6H,1
7C-7H,3S,1
7C-7H,KC,0
QC-QS,6C,0
QD-QH,6S,0
QD-QS,3H,0
9H-9C,8C,1
5C-5S,2H,0
QH-QS,AS,0
5S-5H,3D,0
6C-6H,JH,0
6S-6D,JH,0
JH-JS,4D,0
JH-JD,2C,0
6H-6D,QS,0
10C-10H,9H,0
QC-QH,3D,0
KD-KS,9S,0
5H-5C,10H,0
6S-6H,10D,0
5H-5S,10H,0
4D-4C,QC,0
8H-8C,4S,1
KS-KD,9C,0
5D-5C,JC,0
2S-2H,4H,1
10D-10S,2D,0
6H-6C,QC,0
AH-AC,4D,1
4C-4D,4H,0
2D-2C,6C,1
JC-JH,5H,0
QS-QC,8C,0
9H-9C,QS,0
3C-3H,4D,1
QH-QC,9D,0
10C-10S,6C,0
10S-10H,8S,0
7C-7S,AC,0
9S-9D,3H,1
KS-KD,4S,0
5D-5H,10C,0
6S-6D,JH,0
9C-9S,9H,1
QS-QC,3S,0
5S-5D,KS,0
5H-5D,8C,0
2S-2D,KC,0
5C-5D,KS,0
9D-9C,JS,0
8S-8C,3H,1
AS-AD,8S,1
8H-8S,3D,1
8C-8D,3C,1
9S-9H,JC,0
KC-KH,QD,0
10D-10H,7D,0
5H-5C,QC,0
KH-KD,4C,0
QD-QH,JD,0
10S-10H,9D,0
QD-QC,JH,0
8D-8S,JH,1
8S-8H,JH,1
JC-JD,QS,0
10S-10C,6D,0
4C-4H,2D,0
9S-9D,AD,0
2C-2S,9H,0
10C-10D,9S,0
6D-6H,9H,0
6H-6C,9H,0
3D-3H,3C,1
2C-2S,8S,0
5H-5C,KC,0
10C-10D,4D,0
6D-6S,4H,1
QC-QS,5C,0
8D-8H,KC,1
4H-4S,JC,0
7D-7S,6H,1
7S-7H,6H,1
6C-6S,2S,1
7H-7S,6H,1
6H-6C,KH,0
5H-5C,AD,0
7S-7D,9C,0
8S-8C,AH,1
AH-AS,10C,1
3D-3C,AS,0
4C-4D,9C,0
5S-5C,8S,0
5S-5C,6S,0
6D-6H,8S,0
10H-10C,3D,0
10H-10C,4H,0
3H-3C,2S,1
8C-8D,4D,1
JS-JD,4S,0
2H-2C,AH,0
JS-JH,QC,0
QS-QC,AH,0
6H-6D,JH,0
QC-QD,10S,0
9D-9H,5S,1
QS-QD,4D,0
4S-4C,3C,0
AH-AD,5H,1
7C-7D,JS,0
KH-KD,4D,0
AD-AS,QH,1
6H-6D,4C,1
4H-4D,2D,0
2H-2D,2C,1
10D-10H,6D,0
4D-4C,3D,0
KS-KH,9C,0
8H-8C,5D,1
KS-KC,8S,0
7D-7H,5D,1
9S-9C,8D,1
4S-4D,AD,0
QH-QD,2C,0
9D-9C,5H,1
4H-4C,3C,0
QC-QS,9D,0
QH-QC,10S,0
6H-6D,3H,1
4S-4D,2H,0
8H-8C,KD,1
5S-5C,KS,0
10H-10C,3H,0
QS-QH,3D,0
6D-6S,4H,1
10S-10H,4D,0
6C-6D,4C,1
8H-8C,2D,1
3D-3S,10C,0
4C-4S,3D,0
8S-8D,AS,1
8D-8S,7D,1
8D-8S,5D,1
9S-9D,7H,0
2S-2D,5C,1
AS-AH,KC,1
8C-8H,7D,1
8H-8D,9D,1
7S-7D,JS,0
AH-AD,QD,1
3H-3S,5S,1
9C-9D,8C,1
AD-AC,KD,1
AH-AS,2D,1
AH-AD,9S,1
5D-5S,10D,0
KS-KH,7C,0
AD-AS,9H,1
AH-AS,KC,1
3C-3D,8S,0
JD-JH,10D,0
2H-2D,9S,0
6C-6S,10C,0
5S-5C,QD,0
7S-7D,8C,0
8S-8H,4D,1
8H-8D,4D,1
JH-JC,10D,0
5C-5D,10C,0
7H-7D,5D,1
6H-6C,8D,0
4S-4D,8C,0
2D-2S,9H,0
10D-10C,2H,0
8S-8C,AS,1
4C-4H,5S,1
8D-8C,2C,1
QC-QS,7D,0
JD-JS,9S,0
10C-10H,AS,0
3C-3S,JD,0
QD-QS,JC,0
2D-2C,JH,0
4D-4S,2H,0
7S-7C,10H,0
7C-7S,KS,0
8H-8S,QS,1
KC-KD,7D,0
10S-10D,8D,0
JD-JS,3S,0
5D-5S,AD,0
2D-2C,KH,0
KS-KD,4C,0
3D-3S,7C,1
KS-KD,7H,0
QH-QC,10D,0
2H-2C,8D,0
7H-7C,10H,0
4C-4H,8H,0
10D-10S,7H,0
6C-6D,2D,1
4D-4H,7S,0
AC-AS,JD,1
QD-QC,2H,0
9C-9D,6C,1
9C-9D,JS,0
6C-6D,2H,1
3S-3D,7C,1
3C-3H,KC,0
7C-7S,9H,0
5H-5C,2C,0
KC-KH,10S,0
JS-JC,8C,0
5S-5C,8S,0
AH-AS,JH,1
2C-2H,AH,0
6D-6C,9S,0
AC-AD,8S,1
AH-AC,8C,1
4C-4H,AS,0
6C-6D,9S,0
3S-3H,9S,0
2S-2C,6S,1
6H-6D,2D,1
3D-3S,5H,1
8H-8C,5C,1
QD-QH,3D,0
JH-JS,6S,0
8C-8H,10S,1
KC-KS,2D,0
4S-4C,5H,1
KH-KS,JH,0
9S-9C,JD,0
9S-9D,10H,0
JD-JC,10H,0
10H-10D,4D,0
2D-2H,7C,1
2C-2H,6S,1
3D-3S,8D,0
2D-2H,JS,0
3D-3H,2S,1
6C-6D,2S,1
JC-JS,KC,0
QC-QD,7C,0
7D-7C,4C,1
7D-7H,8D,0
JS-JD,JH,0
10D-10H,2S,0
7H-7D,6D,1
7C-7H,2D,1
QH-QC,AS,0
6H-6D,2H,1
8C-8D,2D,1
6C-6D,AH,0
JD-JS,10S,0
8D-8C,QD,1
2C-2H,KC,0
8C-8D,3D,1
9H-9C,2S,1
5D-5H,2D,0
QS-QH,AC,0
2C-2S,6S,1
5S-5H,3C,0
5D-5S,KH,0
5C-5S,3S,0
4S-4C,QD,0
QS-QC,JS,0
AC-AS,7C,1
5H-5C,3D,0
9D-9S,9H,1
10S-10D,4H,0
QC-QH,2C,0
4D-4H,JD,0
JD-JC,QS,0
JD-JS,5S,0
3C-3D,10S,0
JD-JC,3S,0
2S-2C,6S,1
6S-6C,8S,0
8D-8C,6S,1
10D-10H,JS,0
3H-3C,2D,1
KC-KH,5D,0
10D-10C,3D,0
9H-9C,2D,1
AS-AH,5C,1
JH-JS,3C,0
10D-10S,4D,0
7H-7S,3D,1
5S-5C,JC,0
2D-2S,8D,0
5C-5H,10D,0
QS-QC,2H,0
7S-7C,8H,0
8H-8C,10H,1
8C-8D,10H,1
8D-8S,3S,1
8S-8H,5S,1
8H-8D,5S,1
10S-10C,2D,0
2H-2D,9H,0
6C-6D,3S,1
9C-9D,7S,0
JD-JH,10C,0
5H-5C,3C,0
JD-JC,6H,0
AS-AC,8S,1
2C-2D,7H,1
QH-QS,6D,0
QC-QH,5D,0
4S-4C,3C,0
AC-AH,6H,1
9D-9S,2D,1
9C-9S,AD,0
6C-6D,9C,0
10S-10H,7H,0
KH-KD,7S,0
9C-9H,7C,0
8D-8C,5H,1
9C-9S,9D,1
9S-9H,9D,1
4C-4H,AC,0
3S-3C,KD,0
2H-2C,8S,0
AS-AD,QD,1
QH-QD,QC,0
QS-QC,5D,0
KS-KH,2H,0
9D-9H,9S,1
4H-4C,KD,0
5D-5H,9H,0
JS-JC,2C,0
5S-5C,4S,0
KH-KS,2S,0
10C-10S,JD,0
4S-4D,6S,1
KH-KD,JH,0
4C-4S,6S,1
8C-8D,AH,1
KC-KH,AC,0
8S-8C,KC,1
10C-10S,9H,0
9H-9C,3D,1
QH-QS,10C,0
3D-3H,3C,1
6D-6S,5C,1
6H-6C,8D,0
9H-9C,8H,1
8D-8C,5S,1
2C-2H,4D,1
10H-10S,6C,0
JS-JD,KS,0
2H-2S,8C,0
8H-8S,2H,1
5D-5C,9S,0
5S-5C,AC,0
AH-AS,6D,1
AC-AD,7C,1
7C-7S,9S,0
9H-9S,7S,0
JS-JH,3H,0
3C-3S,AS,0
3H-3C,KH,0
7S-7H,KH,0
2C-2D,9C,0
QS-QC,2H,0
KS-KD,QD,0
3H-3S,QH,0
7S-7H,9C,0
3D-3H,8H,0
AS-AD,9S,1
6H-6S,6C,1
KD-KH,8H,0
KD-KC,10C,0
4D-4H,10C,0
10H-10S,2H,0
4C-4H,9C,0
7D-7S,2S,1
AS-AC,3H,1
9H-9S,AH,0
KS-KD,2H,0
8H-8D,JD,1
AH-AD,4H,1
JS-JD,4C,0
KC-KD,5S,0
6S-6D,QD,0
4S-4H,AD,0
10S-10H,7D,0
6C-6S,10C,0
10H-10C,6S,0
AH-AD,10C,1
9S-9C,9H,1
5C-5S,10S,0
9H-9S,KC,0
9H-9C,4C,1
3D-3C,KC,0
10D-10S,AC,0
4H-4C,KD,0
6S-6C,9H,0
AD-AS,9C,1
4H-4C,5C,1
2C-2D,4H,1
KC-KD,2S,0
AH-AC,AS,1
9C-9H,3C,1
6S-6C,KD,0
QC-QD,KC,0
AS-AH,2D,1
8H-8S,5C,1
7D-7C,3H,1
2S-2C,4D,1
10D-10S,7H,0
8C-8H,AD,1
5H-5D,QD,0
AD-AS,2D,1
6C-6S,7S,0
5S-5D,10S,0
JC-JH,QS,0
9C-9H,3C,1
2H-2C,QS,0
3D-3S,AC,0
9C-9H,KD,0
6D-6H,10D,0
2D-2S,9H,0
2D-2S,7S,1
2S-2C,7C,1
QD-QH,KH,0
9D-9H,5C,1
2D-2H,8H,0
4D-4S,4H,0
9S-9H,JH,0
2D-2S,2H,1
6H-6C,QD,0
7S-7H,4H,1
8D-8S,9C,1
JD-JH,3H,0
JC-JS,2H,0
AH-AD,KD,1
7S-7D,9H,0
KD-KC,7D,0
2H-2D,6D,1
6S-6D,5C,1
10S-10H,9S,0
3D-3S,AC,0
7D-7S,JC,0
2D-2C,KD,0
10C-10H,8D,0
2D-2C,JC,0
JH-JS,9H,0
6S-6H,7S,0
QH-QD,6D,0
10S-10C,2H,0
4D-4C,QD,0
9D-9H,KC,0
3C-3H,AD,0
JH-JC,5H,0
5C-5D,6H,0
QS-QC,8C,0
5C-5S,3C,0
7C-7H,4S,1
4S-4D,10D,0
8S-8H,AC,1
AD-AS,5D,1
QC-QH,6H,0
QC-QD,4H,0
6C-6H,3H,1
5D-5C,AD,0
JS-JH,2H,0
4H-4S,AS,0
QD-QH,10D,0
10H-10D,4S,0
4C-4H,8C,0
AS-AD,8S,1
JD-JH,9H,0
JD-JH,6S,0
6H-6D,4H,1
QH-QD,2C,0
8H-8D,5C,1
10D-10C,AH,0
10H-10C,QC,0
7S-7C,6S,1
QH-QC,10C,0
3C-3S,AC,0
10H-10D,KH,0
6D-6C,4D,1
9S-9C,10D,0
8H-8S,6C,1
6H-6S,3D,1
10S-10H,5C,0
KC-KD,4C,0
6S-6D,JC,0
AC-AD,6S,1
AH-AC,3C,1
9H-9C,KS,0
JC-JS,6H,0
QH-QD,9H,0
JS-JD,AC,0
6D-6H,7H,0
7D-7H,9C,0
3H-3C,2C,1
2D-2C,9S,0
4H-4D,3D,0
5C-5S,8C,0
7S-7D,QC,0
2H-2S,10H,0
8S-8D,4H,1
8D-8H,4H,1
8H-8D,9C,1
8S-8H,6D,1
3D-3S,8H,0
AD-AC,5H,1
10C-10S,QD,0
6S-6C,9S,0
7D-7H,AD,0
AC-AH,6C,1
QC-QH,3S,0
2S-2C,9D,0
AS-AD,7C,1
7H-7D,JS,0
6S-6H,10C,0
5H-5D,JH,0
2C-2D,3D,1
3S-3C,QC,0
AD-AH,4C,1
JC-JH,QS,0
4C-4H,JD,0
2C-2H,10H,0
AC-AD,9S,1
AH-AD,8S,1
8S-8D,3H,1
JC-JH,KH,0
5H-5D,2H,0
4C-4S,3S,0
9C-9H,JS,0
10D-10S,KH,0
KS-KC,8S,0
7D-7H,10D,0
2H-2S,3D,1
AD-AC,7H,1
6D-6S,3S,1
KH-KD,8H,0
4C-4D,QS,0
QD-QC,6C,0
4H-4D,QC,0
9H-9C,KC,0
AC-AH,3C,1
2C-2H,QD,0
10H-10S,7C,0
5H-5C,10C,0
8C-8S,JS,1
9H-9S,8C,1
5D-5H,QH,0
4H-4D,10H,0
KH-KC,5C,0
AD-AS,10C,1
6S-6D,6C,1
8H-8D,6S,1
5C-5D,8S,0
QD-QH,KH,0
AS-AD,8H,1
QH-QD,7H,0
10D-10S,AH,0
7C-7D,4C,1
5S-5D,JH,0
10C-10H,9H,0
QD-QS,4D,0
3S-3D,8D,0
AS-AC,10H,1
6S-6D,9S,0
JD-JH,KH,0
AS-AH,7H,1
3D-3C,7H,1
10C-10D,2H,0
AC-AD,2C,1
JD-JS,4S,0
KH-KD,QC,0
7S-7D,2D,1
7D-7S,AH,0
10H-10D,4D,0
8H-8D,5D,1
JS-JH,6H,0
9D-9C,3H,1
5C-5S,2H,0
8D-8C,QC,1
AS-AC,3S,1
2H-2D,4S,1
8S-8C,3C,1
6H-6C,KC,0
QD-QH,8H,0
AS-AH,8C,1
5C-5D,KH,0
7D-7C,8S,0
4H-4D,8H,0
2H-2S,8S,0
6H-6D,2H,1
QH-QS,6C,0
4D-4C,9C,0
9H-9S,4D,1
QH-QS,QC,0
3C-3D,JS,0
5C-5H,2D,0
2C-2S,10S,0
7C-7D,2H,1
KC-KS,9D,0
AH-AC,QS,1
9D-9C,7H,0
QD-QS,6D,0
QC-QS,6S,0
8H-8C,AC,1
4C-4S,7C,0
10H-10C,7D,0
6H-6C,KS,0
5D-5S,8S,0
KS-KC,AH,0
9C-9S,KS,0
5C-5H,8S,0
6C-6D,4C,1
6C-6H,4C,1
8S-8D,10S,1
3S-3H,2D,1
6H-6D,7S,0
10H-10D,9D,0
